,Unnamed: 0,Unnamed: 0.1,link,download
106,106,106,https://www.tailieugiaovien.com/2020/01/bo-de-thi-thu-thpt-quoc-gia-2020-mon-sinh-hoc-file-word.html,Die
107,107,107,https://www.tailieugiaovien.com/2020/01/bo-de-thi-thu-thpt-quoc-gia-mon-tieng-anh-2020-file-word.html,Die
108,108,108,https://www.tailieugiaovien.com/2020/01/bo-de-thi-thu-thpt-quoc-gia-mon-ngu-van-2020-file-word.html,Die
109,109,109,https://www.tailieugiaovien.com/2020/01/bo-de-thi-thu-thpt-quoc-gia-mon-dia-ly-2020-file-word.html,Die
110,110,110,https://www.tailieugiaovien.com/2019/04/bo-de-thi-thu-thpt-quoc-gia-2019-mon-toan-file-word.html,Die
111,111,111,https://www.tailieugiaovien.com/2019/05/bo-de-thi-thu-thpt-quoc-gia-2019-mon-vat-ly-file-word.html,Die
112,112,112,https://www.tailieugiaovien.com/2019/04/bo-de-thi-thu-thpt-quoc-gia-2019-hoa-hoc.html,Die
113,113,113,https://www.tailieugiaovien.com/2019/05/bo-de-thi-thu-thpt-quoc-gia-2019-mon-sinh-hoc-file-word.html,Die
114,114,114,https://www.tailieugiaovien.com/2019/05/bo-de-thi-thu-thpt-quoc-gia-2019-mon-tieng-anh-file-word.html,Die
115,115,115,https://www.tailieugiaovien.com/2019/05/bo-de-thi-thu-thpt-quoc-gia-2019-mon-ngu-van-file-word.html,Die
116,116,116,https://www.tailieugiaovien.com/2019/05/bo-de-thi-thu-thpt-quoc-gia-2019-mon-lich-su-file-word.html,Die
117,117,117,https://www.tailieugiaovien.com/2019/05/bo-de-thi-thu-thpt-quoc-gia-2019-mon-dia-ly-file-word.html,Die
118,118,118,https://www.tailieugiaovien.com/2019/05/bo-de-thi-thu-thpt-quoc-gia-2019-mon-GDCD-file-word.html,Die
119,119,119,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#chuyen-de-toan-6,Yes
120,120,120,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#chuyen-de-toan-7,Yes
121,121,121,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#chuyen-de-toan-8,Yes
122,122,122,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#chuyen-de-toan-9,Yes
123,123,123,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#chuyen-de-toan-10,Yes
124,124,124,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#chuyen-de-toan-11,Yes
125,125,125,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#chuyen-de-toan-12,Yes
126,126,126,https://www.tailieugiaovien.com/p/chuyen-de-toan-file-word.html#huong-dan-dang-ky,Yes
127,127,127,https://www.tailieugiaovien.com//www.tickcounter.com/countdown/3236050/thoi-gian-khuyen-mai-chi-con,Die
128,128,128,https://www.tailieugiaovien.com//www.tickcounter.com/,Die
129,129,129,https://www.tailieugiaovien.com/2021/08/giao-an-toan-6-7-8-9-10-11-12-cv-5512.html#huong-dan-dang-ky,Yes
130,130,130,https://www.tailieugiaovien.com/search/label/chuyen-de-giang-day-2021-2022,Die
131,131,131,https://www.tailieugiaovien.com/2021/05/de-thi-tuyen-sinh-vao-10-mon-toan-chuyen-de-giang-day-luyen-thi-vao-10.html#dang-ky-de-thi-chuyen-de-vao-10,Yes
132,132,132,https://www.tailieugiaovien.com//www.tickcounter.com/countdown/2346610/thoi-gian-khuyen-mai-chi-con,Die
133,133,133,https://www.tailieugiaovien.com/p/de-thi-hoc-sinh-gioi-toan-file-word.html#huong-dan-dang-ky,Yes
134,134,134,https://www.tailieugiaovien.com/search/label/chuyen-de-giao-an-2021,Die
135,135,135,https://www.tailieugiaovien.com/2019/06/chuyen-de-trac-nghiem-toan-tong-hop-10-11-12-file-word.html,Die
136,136,136,https://www.tailieugiaovien.com/2019/06/1500-bai-tap-sinh-hoc-thpt-file-word.html,Die
137,137,137,https://www.tailieugiaovien.com/2021/12/de-thi-thu-thpt-quoc-gia-2022-mon-toan.html#dang-ky-de-thi-2022,Yes
138,138,138,https://www.tailieugiaovien.com/p/chuyen-de-vat-ly-file-word.html#huong-dan-dang-ky,Yes
139,139,139,https://www.tailieugiaovien.com/2021/02/giao-an-vat-ly-6-7-8-9-10-11-12-cv5512-.html#huong-dan-dang-ky,Yes
140,140,140,https://www.tailieugiaovien.com/p/chuyen-de-boi-duong-hoc-sinh-gioi-vat-ly.html#huong-dan-dang-ky,Yes
141,141,141,https://www.tailieugiaovien.com/2021/10/giao-an-toan-6-canh-dieu-chan-troi-sang-tao-ket-noi-tri-thuc-voi-cuoc-song.html,Yes
142,142,142,https://www.tailieugiaovien.com/2019/08/bai-tap-cau-hoi-ly-thuyet-van-dung-cao-mon-toan-tu-bo-de-2019.html,Die
143,143,143,https://www.tailieugiaovien.com/2021/12/de-thi-thu-thpt-quoc-gia-2022-vat-ly.html#dang-ky-de-thi-2022,Yes
144,144,144,https://www.tailieugiaovien.com/search/label/hoa-hoc,Die
145,145,145,https://www.tailieugiaovien.com/2022/02/de-thi-thu-thpt-quoc-gia-2022-hoa-hoc.html#dang-ky-de-thi-2022,Yes
146,146,146,https://www.tailieugiaovien.com/p/chuyen-de-hoa-hoc-file-word.html#huong-dan-dang-ky,Yes
147,147,147,https://www.tailieugiaovien.com/2021/08/giao-an-hoa-hoc-cv-5512-lop-8-9-10-11-12.html#huong-dan-dang-ky,Yes
148,148,148,https://www.tailieugiaovien.com/p/cac-chuyen-de-boi-duong-hoc-sinh-gioi.html#huong-dan-dang-ky,Yes
149,149,149,https://www.tailieugiaovien.com/p/de-thi-kiem-tra-hoc-ky-1-2-mon-hoa-hoc.html#huong-dan-dang-ky,Yes
150,150,150,https://www.tailieugiaovien.com/2019/08/tu-duy-hoa-hoc-NAP-4.0-nguyen-anh-phong-file-word.html#huong-dan-dang-ky,Yes
151,151,151,https://www.tailieugiaovien.com/2019/08/chuyen-de-vat-ly-12-file-word-dang-viet-hung.html,Die
152,152,152,https://www.tailieugiaovien.com/search/label/sinh%20h%E1%BB%8Dc,Die
153,153,153,https://www.tailieugiaovien.com/search/label/sinh-hoc,Die
154,154,154,https://www.tailieugiaovien.com/2022/02/de-thi-thu-thpt-quoc-gia-2022-sinh-hoc.html#dang-ky-de-thi-2022,Yes
155,155,155,https://www.tailieugiaovien.com/2021/08/giao-an-sinh-hoc-cv-5512-lop-6-7-8-9-10-11-12.html#huong-dan-dang-ky,Yes
156,156,156,https://www.tailieugiaovien.com/2021/08/2300-bai-tap-toan-theo-4-muc-do-tu-de-thi-thu-thpt-quoc-gia-2021.html,Die
157,157,157,https://www.tailieugiaovien.com/p/chuyen-de-sinh-hoc-lop-6-7-8-9-10-11-12.html#huong-dan-dang-ky,Yes
158,158,158,https://www.tailieugiaovien.com/2020/12/giao-an-sinh-hoc-6-7-8-9-10-11-12-theo-chu-de-va-cv3280-.html#huong-dan-dang-ky,Yes
159,159,159,https://www.tailieugiaovien.com/p/tai-lieu-on-thi-thpt-quoc-gia-mon-sinh.html#huong-dan-dang-ky,Yes
160,160,160,https://www.tailieugiaovien.com/2022/02/de-thi-thu-thpt-quoc-gia-2022-mon-tieng-anh.html#dang-ky-de-thi-2022,Yes
161,161,161,https://www.tailieugiaovien.com/p/chuyen-de-tieng-anh-6-7-8-9-10-11-12.html#huong-dan-dang-ky,Yes
162,162,162,https://www.tailieugiaovien.com/2021/01/giao-an-tieng-anh-6-7-8-9-10-11-12-thi-diem.html#huong-dan-dang-ky,Yes
163,163,163,https://www.tailieugiaovien.com/2021/01/de-thi-thu-thpt-quoc-gia-2021-truong-chuyen-so-gd-co-loi-giai-file-word.html,Yes
164,164,164,https://www.tailieugiaovien.com/search/label/ng%E1%BB%AF%20v%C4%83n,Die
165,165,165,https://www.tailieugiaovien.com/2022/02/de-thi-thu-thpt-quoc-gia-2022-mon-ngu-van.html#dang-ky-de-thi-2022,Yes
166,166,166,https://www.tailieugiaovien.com/p/chuyen-de-ngu-van.html#huong-dan-dang-ky,Yes
167,167,167,https://www.tailieugiaovien.com/2021/02/giao-an-ngu-van-6-7-8-9-10-11-12-cv5512.html#huong-dan-dang-ky,Yes
168,168,168,https://www.tailieugiaovien.com/search/label/L%E1%BB%8Bch%20s%E1%BB%AD,Die
169,169,169,https://www.tailieugiaovien.com/2022/02/de-thi-thu-thpt-quoc-gia-2022-mon-lich-su.html#dang-ky-de-thi-2022,Yes
170,170,170,https://www.tailieugiaovien.com/2022/02/de-thi-thu-thpt-quoc-gia-2022-mon-dia-ly.html,Yes
171,171,171,https://www.tailieugiaovien.com/p/chuyen-de-lich-su-lop-6-7-8-9-10-11-12.html#huong-dan-dang-ky,Yes
172,172,172,https://www.tailieugiaovien.com/2021/08/giao-an-lich-su-cv-5512-lop-6-7-8-9-10-11-12.html#huong-dan-dang-ky,Yes
173,173,173,https://www.tailieugiaovien.com/2020/11/giao-an-lich-su-lop-6-7-8-9-10-11-12-file-word.html#huong-dan-dang-ky,Yes
174,174,174,https://www.tailieugiaovien.com/2020/11/chuyen-de-va-giao-an-hoa-hoc-lop-10-11-12-nam-2021-file-word.html,Die
175,175,175,https://www.tailieugiaovien.com/search/label/de-thi-thu-2021,Die
176,176,176,https://www.tailieugiaovien.com/search/label/%C4%90%E1%BB%8Ba%20l%C3%BD,Die
177,177,177,https://www.tailieugiaovien.com/2020/11/de-thi-thu-thpt-quoc-gia-2021-mon-dia-ly.html#dang-ky-de-thi-2021,Yes
178,178,178,https://www.tailieugiaovien.com/p/chuyen-de-dia-ly-6-7-8-9-10-11-12.html#huong-dan-dang-ky,Yes
179,179,179,https://www.tailieugiaovien.com/2021/08/giao-an-dia-ly-cv-5512-lop-6-7-8-9-10-11-12.html#huong-dan-dang-ky,Yes
180,180,180,https://www.tailieugiaovien.com/search/label/h%C3%B3a%20h%E1%BB%8Dc?updated-max=2020-12-25T03:29:00-08:00&max-results=20&start=3&by-date=false,Die
181,181,181,https://www.tailieugiaovien.com/2020/09/chuyen-de-sinh-hoc-lop-10-lop-11-lop-12-file-word.html,Die
182,182,182,http://www.tailieugiaovien.com/2019/06/dot-pha-8-ki-thi-thpt-quoc-gia-mon-sinh-hoc-file-word.html,Die
183,183,183,https://www.tailieugiaovien.com/2019/04/phuong-phap-moi-giai-nhanh-bai-tap-di-truyen-file-word.html,Die
184,184,184,https://www.tailieugiaovien.com/2019/04/chinh-phuc-cau-hoi-li-thuyet-sinh-hoc-phan-khac-nghe-word.html,Die
185,185,185,https://www.tailieugiaovien.com/2019/06/cong-pha-ly-thuyet-sinh-hoc-thpt-file-word.html,Die
186,186,186,https://www.tailieugiaovien.com/2019/06/1900-cau-hoi-trac-nghiem-sinh-hoc-THPT-file-word.html,Die
187,187,187,https://www.tailieugiaovien.com/search/label/ti%E1%BA%BFng%20anh?updated-max=2021-10-10T06:54:00-07:00&max-results=20&start=2&by-date=false,Die
188,188,188,https://www.tailieugiaovien.com/search/label/ngu-van?updated-max=2021-02-03T00:59:00-08:00&max-results=20&start=3&by-date=false,Die
189,189,189,https://www.tailieugiaovien.com/search/label/dia-ly?updated-max=2020-12-22T23:38:00-08:00&max-results=20&start=3&by-date=false,Die
190,190,190,https://www.tailieugiaovien.com/2021/10/giao-an-lich-su-6-va-giao-an-powepoint-lich-su-6-canh-dieu-chan-troi-sang-tao-ket-noi-tri-thuc-voi-cuoc-song.html,Yes
191,191,191,https://www.tailieugiaovien.com/search/label/lich-su?updated-max=2021-08-27T23:10:00-07:00&max-results=20&start=3&by-date=false,Die
192,192,192,https://www.tailieugiaovien.com/search?updated-max=2022-02-23T18:51:00-08:00&max-results=20&start=3&by-date=false,Die
193,193,193,https://www.tailieugiaovien.com/search/label/mon-toan?updated-max=2022-02-11T04:38:00-08:00&max-results=20&start=3&by-date=false,Die
194,194,194,https://www.tailieugiaovien.com/search/label/m%C3%B4n%20to%C3%A1n?updated-max=2022-02-11T04:38:00-08:00&max-results=20&start=3&by-date=false,Die
195,195,195,https://www.tailieugiaovien.com/search/label/tai-lieu-2022-2023?updated-max=2021-08-15T22:06:00-07:00&max-results=20&start=2&by-date=false,Die
196,196,196,https://www.tailieugiaovien.com/2022/02/de-thi-danh-gia-nang-luc-dai-hoc-2022.html#dang-ky-de-thi-2022,Yes
197,197,197,https://www.tailieugiaovien.com/search/label/de-thi-thu-thpt-2022?updated-max=2022-02-11T03:38:00-08:00&max-results=20&start=3&by-date=false,Die
198,198,198,https://www.tailieugiaovien.com/search/label/DGNL?updated-max=2022-02-23T18:51:00-08:00&max-results=20&start=20&by-date=false,Die
199,199,199,https://www.tailieugiaovien.com/search/label/%C4%91%C3%A1nh%20gi%C3%A1%20n%C4%83ng%20l%E1%BB%B1c?updated-max=2022-02-23T18:51:00-08:00&max-results=20&start=20&by-date=false,Die
200,200,200,https://www.tailieugiaovien.com/search/label/%C4%91%E1%BB%81%20thi%20th%E1%BB%AD%20THPT%202022?updated-max=2022-02-11T03:38:00-08:00&max-results=20&start=3&by-date=false,Die
201,201,201,https://www.tailieugiaovien.com/search?updated-max=2022-02-11T02:38:00-08:00&max-results=7&start=3&by-date=false,Die
202,202,202,https://www.tailieugiaovien.com/2021/10/giao-an-vat-ly-6-canh-dieu-chan-troi-sang-tao-ket-noi-tri-thuc-voi-cuoc-song.html,Yes
203,203,203,https://www.tailieugiaovien.com/2021/10/giao-an-hoa-hoc-6-canh-dieu-chan-troi-sang-tao-ket-noi-tri-thuc-voi-cuoc-song.html,Die
204,204,204,https://www.tailieugiaovien.com/2020/10/giao-an-hoa-hoc-soan-theo-cv-3280-bo-GD-2021-file-word.html,Yes
205,205,205,https://www.tailieugiaovien.com/2021/10/giao-an-sinh-hoc-6-canh-dieu-chan-troi-sang-tao-ket-noi-tri-thuc-voi-cuoc-song.html,Die
206,206,206,https://www.tailieugiaovien.com/2019/03/tai-mien-phi-bo-de-hoa-hoc-2019-file-word.html,Die
207,207,207,https://www.tailieugiaovien.com/search/label/de-thi-thu-thpt-quoc-gia-2019,Die
208,208,208,https://www.tailieugiaovien.com/2019/03/de-thi-thu-thpt-quoc-gia-dia-ly-2019.html,Die
209,209,209,https://www.tailieugiaovien.com/2019/03/de-thi-thu-thpt-quoc-gia-lich-su-2019.html,Die
210,210,210,https://www.tailieugiaovien.com/2019/03/de-thi-thu-thpt-quoc-gia-ngu-van-2019.html,Die
211,211,211,https://www.tailieugiaovien.com/2019/03/de-thi-thu-thpt-quoc-gia-tieng-anh-2019.html,Die
212,212,212,https://www.tailieugiaovien.com/search/label/quan%20t%C3%A2m%20nhi%E1%BB%81u%20nh%E1%BA%A5t,Die
213,213,213,https://www.tailieugiaovien.com/search/label/%C4%91%E1%BB%81%20thi%20th%E1%BB%AD%20thpt%202019?updated-max=2019-03-06T11:45:00-08:00&max-results=20&start=5&by-date=false,Die
214,214,214,https://www.tailieugiaovien.com/search/label/v%E1%BA%ADt%20l%C3%BD?updated-max=2021-09-28T01:22:00-07:00&max-results=20&start=3&by-date=false,Die
215,215,215,https://www.tailieugiaovien.com/2020/04/de-thi-thu-thpt-quoc-gia-2020-toan-chuan-cau-truc-tinh-gian-file-word.html,Die
216,216,216,https://www.tailieugiaovien.com/2020/04/de-thi-thu-thtp-tieng-anh-chuan-cau-truc-tinh-gian-2020-file-word.html,Die
217,217,217,https://www.tailieugiaovien.com/2020/04/de-thi-thu-thtp-vat-ly-chuan-cau-truc-tinh-gian-2020-file-word.html,Die
218,218,218,https://www.tailieugiaovien.com/2020/04/de-thi-thu-thtp-hoa-hoc-chuan-cau-truc-tinh-gian-2020-file-word.html,Die
219,219,219,https://www.tailieugiaovien.com/2020/04/de-thi-thu-thpt-quoc-gia-sinh-hoc-2020-tinh-gian-chuan-cau-truc-bo-GD-file-word.html,Die
